,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales
1619202,14/05/2020,Vente,"500000,00",143.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BI,836,0,2.0,Appartement,18.0,2.0
1619203,14/05/2020,Vente,"500000,00",143.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BI,836,0,2.0,Appartement,49.0,3.0
1619204,14/05/2020,Vente,"500000,00",143.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BI,836,0,2.0,Appartement,40.0,2.0
1619206,14/05/2020,Vente,"500000,00",143.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BI,836,0,2.0,Appartement,48.0,3.0
1619207,14/05/2020,Vente,"500000,00",143.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BI,836,0,2.0,Appartement,36.0,2.0
1619208,20/05/2020,Vente,"115000,00",4.0,RUE,8370,DE SOUSSE,51100.0,REIMS,51,454,BL,236,0,1.0,Maison,110.0,6.0
1619212,22/05/2020,Vente,"77000,00",16.0,RUE,5050,JULES BRUNEAU,51100.0,REIMS,51,454,DT,658,2,2.0,Appartement,55.0,3.0
1619222,25/05/2020,Vente,"90000,00",36.0,RUE,2430,DE COURCELLES,51100.0,REIMS,51,454,AR,331,3,2.0,Appartement,35.0,2.0
1619229,18/05/2020,Vente,"443770,00",30.0,RUE,6850,PAULIN PARIS,51100.0,REIMS,51,454,AY,215,0,1.0,Maison,122.0,5.0
1619230,20/05/2020,Vente,"151700,00",3.0,AV,4010,GEORGES CLEMENCEAU,51100.0,REIMS,51,454,CK,29,2,2.0,Appartement,60.0,3.0
1619243,14/05/2020,Vente,"74000,00",10.0,RUE,6000,MARTEAU,51100.0,REIMS,51,454,CV,1179,1,2.0,Appartement,32.0,2.0
1619249,14/05/2020,Vente,"100000,00",25.0,RUE,2480,DES COUTURES,51100.0,REIMS,51,454,CI,10,2,2.0,Appartement,67.0,2.0
1619250,19/05/2020,Vente,"94400,00",59.0,RUE,1920,DE CHEVIGNE,51100.0,REIMS,51,454,CL,33,2,2.0,Appartement,52.0,2.0
1619260,25/05/2020,Vente,"172300,00",29.0,RUE,5891,MARCEL THIL,51100.0,REIMS,51,454,AV,431,1,2.0,Appartement,69.0,3.0
1619264,25/05/2020,Vente,"240000,00",11.0,RUE,3180,EDOUARD MIGNOT,51100.0,REIMS,51,454,AT,415,1,2.0,Appartement,80.0,3.0
1619265,25/05/2020,Vente,"119880,00",22.0,RUE,5400,LEON FAUCHER,51100.0,REIMS,51,454,BC,23,2,2.0,Appartement,65.0,4.0
1619267,26/05/2020,Vente,"205000,00",3.0,RUE,7060,PIPER,51100.0,REIMS,51,454,CW,12,1,2.0,Appartement,68.0,3.0
1619272,26/05/2020,Vente,"106680,00",24.0,RUE,7520,DE RILLY LA MONTAGNE,51100.0,REIMS,51,454,HS,222,2,2.0,Appartement,76.0,4.0
1619286,14/05/2020,Vente,"83000,00",15.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CK,233,1,2.0,Appartement,24.0,1.0
1619287,19/05/2020,Vente,"112000,00",9.0,RUE,3090,DURUY,51100.0,REIMS,51,454,AX,315,2,2.0,Appartement,40.0,2.0
1619290,13/05/2020,Vente,"100000,00",14.0,RUE,7015,PIERRE DE COUBERTIN,51100.0,REIMS,51,454,AE,292,2,2.0,Appartement,56.0,3.0
1619300,03/06/2020,Vente,"98000,00",12.0,RUE,6260,MONTLAURENT,51100.0,REIMS,51,454,CZ,427,1,2.0,Appartement,41.0,2.0
1619301,03/06/2020,Vente,"110000,00",2.0,RUE,7980,ST MAURICE,51100.0,REIMS,51,454,CZ,384,1,2.0,Appartement,47.0,2.0
1619317,03/06/2020,Vente,"420000,00",19.0,RUE,5770,MACQUART,51100.0,REIMS,51,454,BH,75,0,1.0,Maison,123.0,6.0
1619319,15/05/2020,Vente,"156000,00",29.0,BD,7960,ST MARCEAUX,51100.0,REIMS,51,454,CK,312,1,2.0,Appartement,74.0,3.0
1619321,06/05/2020,Vente,"230000,00",20.0,RUE,2120,COLBERT,51100.0,REIMS,51,454,BE,281,2,2.0,Appartement,72.0,4.0
1619325,28/05/2020,Vente,"265000,00",2.0,RUE,0375,ARLETTE REMIA,51100.0,REIMS,51,454,HZ,183,1,2.0,Appartement,110.0,4.0
1619327,19/05/2020,Vente,"607533,00",9.0,RUE,4690,IRENEE LELIEVRE,51100.0,REIMS,51,454,HZ,181,0,1.0,Maison,230.0,7.0
1619328,29/05/2020,Vente,"113000,00",213.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BK,274,2,2.0,Appartement,72.0,4.0
1619332,27/05/2020,Vente,"121050,00",6.0,ALL,0788,B FRANKLIN NEUV,51100.0,REIMS,51,454,KK,684,2,2.0,Appartement,64.0,3.0
1619340,20/05/2020,Vente,"135000,00",10.0,RUE,0846,RUE BERTRAND DE VOGUE,51100.0,REIMS,51,454,DK,238,1,2.0,Appartement,73.0,4.0
1619341,27/05/2020,Vente,"176000,00",38.0,RUE,5430,LEONARD DE VINCI,51100.0,REIMS,51,454,AO,370,0,1.0,Maison,72.0,4.0
1619346,25/05/2020,Vente,"128000,00",11.0,RUE,8580,DES TEMPLIERS,51100.0,REIMS,51,454,BH,528,2,2.0,Appartement,80.0,4.0
1619362,29/05/2020,Vente,"107750,00",60.0,RUE,2080,CLOVIS CHEZEL,51100.0,REIMS,51,454,DN,444,1,2.0,Appartement,48.0,2.0
1619364,28/05/2020,Vente,"60000,00",10.0,RUE,4120,GOIOT,51100.0,REIMS,51,454,CZ,695,1,2.0,Appartement,98.0,1.0
1619368,14/05/2020,Vente,"36000,00",13.0,RUE,7405,RAYMOND POINCARE,51100.0,REIMS,51,454,AE,117,2,2.0,Appartement,27.0,1.0
1619373,22/05/2020,Vente,"130000,00",2.0,RUE,4150,GOSSET,51100.0,REIMS,51,454,BD,99,1,2.0,Appartement,67.0,3.0
1619376,26/05/2020,Vente,"190500,00",450.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AE,93,1,2.0,Appartement,81.0,4.0
1619378,17/04/2020,Vente,"237000,00",3.0,RUE,4290,GUERNIER,51100.0,REIMS,51,454,BI,289,0,1.0,Maison,150.0,6.0
1619379,29/05/2020,Vente,"114217,00",13.0,RUE,2450,COURMEAUX,51100.0,REIMS,51,454,BE,154,2,2.0,Appartement,36.0,2.0
1619384,20/05/2020,Vente,"149000,00",404.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AE,69,1,2.0,Appartement,66.0,3.0
1619391,15/04/2020,Vente,"294000,00",6.0,RUE,8560,DES TELLIERS,51100.0,REIMS,51,454,IL,270,2,2.0,Appartement,108.0,4.0
1619393,17/04/2020,Vente,"161400,00",12.0,RUE,5235,LA BOURDONNAIS,51100.0,REIMS,51,454,EV,102,0,1.0,Maison,76.0,3.0
1619394,26/05/2020,Vente,"434972,00",21.0,RUE,8640,DE THILLOIS,51100.0,REIMS,51,454,IM,132,1,1.0,Maison,58.0,3.0
1619395,26/05/2020,Vente,"434972,00",21.0,RUE,8640,DE THILLOIS,51100.0,REIMS,51,454,IM,132,1,1.0,Maison,110.0,3.0
1619398,30/04/2020,Vente,"190000,00",88.0,RUE,3850,GAMBETTA,51100.0,REIMS,51,454,CY,331,1,2.0,Appartement,79.0,3.0
1619399,29/05/2020,Vente,"139000,00",16.0,RUE,2192,COMMANDANT ARNAUD,51100.0,REIMS,51,454,AL,419,2,2.0,Appartement,71.0,3.0
1619402,29/04/2020,Vente,"104000,00",7.0,PL,5894,MAL DE LATTRE DE TASSIGNY,51100.0,REIMS,51,454,CO,415,2,2.0,Appartement,64.0,4.0
1619408,29/05/2020,Vente,"160000,00",115.0,RUE,5460,LESAGE,51100.0,REIMS,51,454,AY,494,1,2.0,Appartement,63.0,3.0
1619410,13/05/2020,Vente,"220000,00",38.0,RUE,6122,MAXIM GORKI,51100.0,REIMS,51,454,HK,520,0,1.0,Maison,101.0,5.0
1619412,06/05/2020,Vente,"88500,00",13.0,RUE,8720,TOURNEBONNEAU,51100.0,REIMS,51,454,DM,630,1,2.0,Appartement,34.0,1.0
1619414,27/05/2020,Vente,"118000,00",8.0,RUE,0254,ANDRE FAIVRE,51100.0,REIMS,51,454,KP,30,1,2.0,Appartement,82.0,4.0
1619418,29/05/2020,Vente,"136700,00",71.0,BD,6790,PAUL DOUMER,51100.0,REIMS,51,454,IK,335,2,2.0,Appartement,56.0,2.0
1619420,18/05/2020,Vente,"165450,00",19.0,AV,3320,D EPERNAY,51100.0,REIMS,51,454,DP,460,2,2.0,Appartement,90.0,4.0
1619421,15/05/2020,Vente,"165000,00",7.0,RUE,6580,DE LA NOUE SAINT ANTOINE,51100.0,REIMS,51,454,AR,108,0,1.0,Maison,50.0,3.0
1619423,15/05/2020,Vente,"44500,00",33.0,RUE,5270,LANDOUZY,51100.0,REIMS,51,454,AW,372,1,2.0,Appartement,18.0,1.0
1619424,15/05/2020,Vente,"69200,00",31.0,RUE,3000,DOCTEUR THOMAS,51100.0,REIMS,51,454,AW,513,2,2.0,Appartement,45.0,2.0
1619425,20/05/2020,Vente,"125800,00",37.0,RUE,6470,DE NEUFCHATEL,51100.0,REIMS,51,454,AX,804,2,2.0,Appartement,41.0,2.0
1619426,02/06/2020,Vente,"153500,00",8.0,RUE,8330,SIMON,51100.0,REIMS,51,454,DM,637,1,2.0,Appartement,74.0,3.0
1619430,26/05/2020,Vente,"107000,00",1.0,RUE,1822,CHARLES PEGUY,51100.0,REIMS,51,454,AI,664,2,2.0,Appartement,73.0,4.0
1619434,29/05/2020,Vente,"158000,00",17.0,RUE,3800,DES FUSELIERS,51100.0,REIMS,51,454,CX,501,2,2.0,Appartement,76.0,2.0
1619436,18/05/2020,Vente,"134500,00",16.0,RUE,6830,P VAILLANT COUTURIER,51100.0,REIMS,51,454,AV,252,1,2.0,Appartement,61.0,3.0
1619437,25/05/2020,Vente,"300000,00",2.0,RUE,2260,CONDORCET,51100.0,REIMS,51,454,IL,173,1,2.0,Appartement,92.0,4.0
1619450,08/06/2020,Vente,"150490,00",15.0,RUE,5090,JULES GUICHARD,51100.0,REIMS,51,454,AV,660,1,2.0,Appartement,63.0,3.0
1619455,29/05/2020,Vente,"68500,00",28.0,RUE,5270,LANDOUZY,51100.0,REIMS,51,454,AW,210,1,2.0,Appartement,25.0,1.0
1619457,20/05/2020,Vente,"63930,00",9.0,RUE,3090,DURUY,51100.0,REIMS,51,454,AX,315,1,2.0,Appartement,18.0,1.0
1619458,08/06/2020,Vente,"77000,00",53.0,AV,6823,PAUL MARCHANDEAU,51100.0,REIMS,51,454,DO,38,1,2.0,Appartement,36.0,1.0
1619459,28/05/2020,Vente,"250000,00",120.0,RUE,7580,ROGER SALENGRO,51100.0,REIMS,51,454,AM,134,0,1.0,Maison,100.0,4.0
1619460,28/05/2020,Vente,"250000,00",120.0,RUE,7580,ROGER SALENGRO,51100.0,REIMS,51,454,AM,134,0,1.0,Maison,100.0,4.0
1619461,02/06/2020,Vente,"330000,00",298.0,RUE,6830,P VAILLANT COUTURIER,51100.0,REIMS,51,454,AD,113,0,1.0,Maison,71.0,3.0
1619462,02/06/2020,Vente,"330000,00",296.0,RUE,6830,P VAILLANT COUTURIER,51100.0,REIMS,51,454,AD,114,0,1.0,Maison,38.0,2.0
1619463,02/06/2020,Vente,"330000,00",294.0,RUE,6830,P VAILLANT COUTURIER,51100.0,REIMS,51,454,AD,117,0,1.0,Maison,65.0,3.0
1619471,29/05/2020,Vente,"380000,00",14.0,RUE,2280,DE CONTRAI,51100.0,REIMS,51,454,CY,643,0,2.0,Appartement,48.0,2.0
1619472,29/05/2020,Vente,"380000,00",14.0,RUE,2280,DE CONTRAI,51100.0,REIMS,51,454,CY,643,0,2.0,Appartement,18.0,1.0
1619473,29/05/2020,Vente,"380000,00",14.0,RUE,2280,DE CONTRAI,51100.0,REIMS,51,454,CY,643,0,2.0,Appartement,48.0,2.0
1619474,29/05/2020,Vente,"380000,00",14.0,RUE,2280,DE CONTRAI,51100.0,REIMS,51,454,CY,643,0,2.0,Appartement,48.0,2.0
1619480,03/06/2020,Vente,"229000,00",87.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,62.0,3.0
1619482,12/05/2020,Vente,"179840,00",1.0,RUE,6540,NOEL,51100.0,REIMS,51,454,IL,607,1,2.0,Appartement,56.0,2.0
1619483,12/05/2020,Vente,"179840,00",3.0,RUE,6540,NOEL,51100.0,REIMS,51,454,IL,607,1,2.0,Appartement,45.0,1.0
1619486,15/05/2020,Vente,"124000,00",3.0,RUE,6330,DES MOULINS,51100.0,REIMS,51,454,DM,632,2,2.0,Appartement,59.0,3.0
1619490,08/06/2020,Vente,"80000,00",57.0,RUE,5270,LANDOUZY,51100.0,REIMS,51,454,AW,408,3,2.0,Appartement,38.0,3.0
1619491,10/06/2020,Vente,"189000,00",11.0,PAS,0080,ALEXANDRE DE SERBIE,51100.0,REIMS,51,454,DT,217,0,1.0,Maison,106.0,7.0
1619494,08/06/2020,Vente en l'état futur d'achèvement,"290000,00",7.0,RUE,5260,LAMOUCHE,51100.0,REIMS,51,454,AV,754,1,2.0,Appartement,82.0,3.0
1619497,02/06/2020,Vente en l'état futur d'achèvement,"350000,00",7.0,RUE,5260,LAMOUCHE,51100.0,REIMS,51,454,AV,754,1,2.0,Appartement,103.0,5.0
1619499,10/06/2020,Vente,"411500,00",13.0,BD,5680,LUNDY,51100.0,REIMS,51,454,BE,41,2,2.0,Appartement,163.0,5.0
1619500,05/06/2020,Vente,"86000,00",1.0,RUE,3340,DE L EQUERRE,51100.0,REIMS,51,454,CY,569,2,2.0,Appartement,50.0,2.0
1619504,03/06/2020,Vente,"97000,00",22.0,RUE,3048,DUMONT D URVILLE,51100.0,REIMS,51,454,ET,199,2,2.0,Appartement,96.0,4.0
1619505,05/06/2020,Vente,"65600,00",10.0,RUE,7405,RAYMOND POINCARE,51100.0,REIMS,51,454,AE,117,2,2.0,Appartement,47.0,2.0
1619506,08/06/2020,Vente en l'état futur d'achèvement,"143319,00",215.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,253,1,2.0,Appartement,43.0,2.0
1619507,09/06/2020,Vente,"205700,00",12.0,RUE,0037,ALBERT CALMETTE NEUV,51100.0,REIMS,51,454,KK,303,0,1.0,Maison,80.0,5.0
1619522,29/05/2020,Vente,"220000,00",3.0,RUE,1310,BUIRETTE,51100.0,REIMS,51,454,IM,84,2,2.0,Appartement,73.0,3.0
1619524,05/06/2020,Vente,"71000,00",1.0,PL,5894,MAL DE LATTRE DE TASSIGNY,51100.0,REIMS,51,454,CO,415,2,2.0,Appartement,54.0,3.0
1619528,05/06/2020,Vente,"224000,00",83.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,60.0,3.0
1619530,20/05/2020,Vente,"361100,00",111.0,RUE,2560,CROIX ST MARC,51100.0,REIMS,51,454,CV,247,0,1.0,Maison,139.0,8.0
1619531,25/05/2020,Vente,"250000,00",102.0,RUE,7010,PIERRE BROSSOLETTE,51100.0,REIMS,51,454,AV,901,0,1.0,Maison,111.0,4.0
1619533,19/05/2020,Vente,"321280,00",42.0,RUE,7790,DE ST BRICE,51100.0,REIMS,51,454,AT,247,1,1.0,Maison,99.0,4.0
1619534,29/05/2020,Vente,"131180,00",4.0,RUE,0035,DE L ADRIATIQUE,51100.0,REIMS,51,454,CN,577,2,2.0,Appartement,113.0,5.0
1619535,29/05/2020,Vente,"459000,00",4.0,RUE,2070,CLOVIS,51100.0,REIMS,51,454,IK,861,2,2.0,Appartement,107.0,4.0
1619539,15/05/2020,Vente,"68000,00",2.0,ALL,3045,DU BELLAY,51100.0,REIMS,51,454,DK,184,2,2.0,Appartement,36.0,1.0
1619542,29/05/2020,Vente,"120000,00",59.0,RUE,1920,DE CHEVIGNE,51100.0,REIMS,51,454,CL,33,2,2.0,Appartement,74.0,4.0
1619544,15/05/2020,Vente,"245000,00",21.0,RUE,6740,PASSE DEMOISELLES,51100.0,REIMS,51,454,HY,184,1,2.0,Appartement,80.0,3.0
1619548,15/05/2020,Vente,"320000,00",12.0,RUE,5930,MARIE STUART,51100.0,REIMS,51,454,CX,617,2,2.0,Appartement,132.0,6.0
1619549,29/05/2020,Vente,"184000,00",8.0,RUE,8297,DES SERGIERS,51100.0,REIMS,51,454,CT,533,2,2.0,Appartement,74.0,3.0
1619552,02/06/2020,Vente,"229500,00",86.0,RUE,1390,DES CAPUCINS,51100.0,REIMS,51,454,IK,278,2,2.0,Appartement,50.0,2.0
1619555,15/05/2020,Vente,"108500,00",48.0,RUE,4560,HINCMAR,51100.0,REIMS,51,454,IK,743,1,2.0,Appartement,30.0,1.0
1619556,22/05/2020,Vente,"57700,00",14.0,BD,2830,DIEU LUMIERE,51100.0,REIMS,51,454,DK,269,2,2.0,Appartement,30.0,1.0
1619558,15/05/2020,Vente,"304000,00",8.0,RUE,2450,COURMEAUX,51100.0,REIMS,51,454,BE,100,1,2.0,Appartement,53.0,2.0
1619594,04/06/2020,Vente,"125000,00",43.0,RUE,6740,PASSE DEMOISELLES,51100.0,REIMS,51,454,HY,152,1,2.0,Appartement,52.0,2.0
1619610,28/05/2020,Vente,"118000,00",31.0,RUE,7010,PIERRE BROSSOLETTE,51100.0,REIMS,51,454,AR,206,2,2.0,Appartement,65.0,3.0
1619611,02/06/2020,Vente,"245560,00",1.0,RUE,3000,DOCTEUR THOMAS,51100.0,REIMS,51,454,AW,393,1,2.0,Appartement,88.0,5.0
1619617,03/06/2020,Vente,"215000,00",19.0,RUE,3650,FOLLE PEINE,51100.0,REIMS,51,454,CY,737,2,2.0,Appartement,94.0,5.0
1619619,20/05/2020,Vente,"106000,00",55.0,RUE,7160,PONSARDIN,51100.0,REIMS,51,454,CY,97,1,2.0,Appartement,38.0,2.0
1619621,18/05/2020,Vente,"122000,00",450.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AE,93,1,2.0,Appartement,51.0,2.0
1619622,28/05/2020,Vente,"119000,00",94.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AV,404,1,1.0,Maison,41.0,2.0
1619624,20/05/2020,Vente en l'état futur d'achèvement,"274000,00",14.0,RUE,4180,GOULIN,51100.0,REIMS,51,454,AW,445,1,2.0,Appartement,80.0,3.0
1619625,28/05/2020,Vente,"99000,00",2.0,ALL,3165,EDOUARD DEKETELAERE,51100.0,REIMS,51,454,AN,668,2,2.0,Appartement,66.0,4.0
1619626,29/05/2020,Vente,"75000,00",33.0,RUE,6010,MARTIN PELLER,51100.0,REIMS,51,454,HX,545,2,2.0,Appartement,44.0,2.0
1619627,22/05/2020,Vente,"55000,00",83.0,AV,6823,PAUL MARCHANDEAU,51100.0,REIMS,51,454,DO,17,0,1.0,Maison,57.0,3.0
1619634,20/05/2020,Vente,"205000,00",13.0,BD,6790,PAUL DOUMER,51100.0,REIMS,51,454,HZ,22,1,2.0,Appartement,45.0,2.0
1619635,29/05/2020,Vente,"179190,00",85.0,AV,3455,DE L EUROPE,51100.0,REIMS,51,454,CE,103,0,1.0,Maison,77.0,4.0
1619636,25/05/2020,Vente,"79000,00",31.0,RUE,3000,DOCTEUR THOMAS,51100.0,REIMS,51,454,AW,513,2,2.0,Appartement,32.0,2.0
1619637,20/05/2020,Vente,"158000,00",9.0,ALL,1725,CH NICOLAS ROLAND,51100.0,REIMS,51,454,DM,239,2,2.0,Appartement,69.0,3.0
1619649,09/06/2020,Vente,"275000,00",26.0,RUE,6864,PAYEN,51100.0,REIMS,51,454,HZ,21,2,2.0,Appartement,84.0,4.0
1619652,03/06/2020,Vente,"122650,00",6.0,ALL,0788,B FRANKLIN NEUV,51100.0,REIMS,51,454,KK,684,2,2.0,Appartement,64.0,3.0
1619655,04/06/2020,Vente,"265250,00",3.0,RUE,7060,PIPER,51100.0,REIMS,51,454,CW,12,2,2.0,Appartement,80.0,4.0
1619657,09/06/2020,Vente,"53500,00",4.0,RUE,0630,DU BASTION,51100.0,REIMS,51,454,CW,268,2,2.0,Appartement,25.0,1.0
1619659,29/05/2020,Vente,"250200,00",15.0,RUE,4756,JACQUES PREVERT,51100.0,REIMS,51,454,EY,502,0,1.0,Maison,99.0,5.0
1619673,03/06/2020,Vente,"112900,00",11.0,RUE,8580,DES TEMPLIERS,51100.0,REIMS,51,454,BH,528,2,2.0,Appartement,44.0,2.0
1619676,03/06/2020,Vente,"84000,00",333.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,548,1,2.0,Appartement,80.0,3.0
1619679,01/06/2020,Vente,"137000,00",15.0,PL,8711,TOULOUSE LAUTREC,51100.0,REIMS,51,454,KR,29,2,2.0,Appartement,79.0,4.0
1619680,26/05/2020,Vente,"420000,00",227.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,180,0,1.0,Maison,146.0,4.0
1619681,22/05/2020,Vente,"222300,00",49.0,RUE,8500,DE TALLEYRAND,51100.0,REIMS,51,454,IL,353,2,2.0,Appartement,101.0,4.0
1619689,20/05/2020,Vente,"53000,00",16.0,RUE,5050,JULES BRUNEAU,51100.0,REIMS,51,454,DT,658,2,2.0,Appartement,23.0,1.0
1619690,08/06/2020,Vente,"145000,00",12.0,RUE,8230,DES SALINES,51100.0,REIMS,51,454,CZ,181,2,2.0,Appartement,66.0,3.0
1619698,05/06/2020,Vente,"153000,00",1.0,RUE,8870,DES TUILERIES,51100.0,REIMS,51,454,DM,559,2,2.0,Appartement,69.0,3.0
1619703,03/06/2020,Vente,"111665,00",2.0,RUE,8605,THEOPHILE GAUTIER,51100.0,REIMS,51,454,AD,829,2,2.0,Appartement,65.0,3.0
1619708,29/05/2020,Vente,"89000,00",36.0,ALL,4337,GUY DE MAUPASSANT,51100.0,REIMS,51,454,HK,1287,1,2.0,Appartement,56.0,2.0
1619713,22/05/2020,Vente,"190000,00",26.0,RUE,6175,MICHEL SIMON,51100.0,REIMS,51,454,EY,422,0,1.0,Maison,95.0,5.0
1619718,08/06/2020,Vente,"177000,00",1.0,BD,9070,VICTOR HUGO,51100.0,REIMS,51,454,CZ,450,2,2.0,Appartement,96.0,6.0
1619719,22/05/2020,Vente,"132100,00",12.0,RUE,3680,FORTEL,51100.0,REIMS,51,454,AR,470,2,2.0,Appartement,73.0,3.0
1619721,19/05/2020,Vente,"136050,00",5.0,RUE,7070,DU PISTOLET,51100.0,REIMS,51,454,DM,632,2,2.0,Appartement,61.0,3.0
1619732,09/06/2020,Vente,"160000,00",6.0,RUE,3100,DE L ECAILLE,51100.0,REIMS,51,454,DM,629,2,2.0,Appartement,89.0,4.0
1619734,29/05/2020,Vente,"276000,00",10.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,CW,55,2,2.0,Appartement,100.0,6.0
1619735,20/05/2020,Vente,"129000,00",55.0,RUE,1360,CAMILLE LENOIR,51100.0,REIMS,51,454,BH,62,2,2.0,Appartement,54.0,3.0
1619740,02/06/2020,Vente,"193600,00",39.0,RUE,0820,DE BERRU,51100.0,REIMS,51,454,CV,798,0,1.0,Maison,80.0,4.0
1619741,09/06/2020,Vente,"170000,00",38.0,RUE,5250,LAGRIVE,51100.0,REIMS,51,454,CK,318,2,2.0,Appartement,79.0,4.0
1619746,02/06/2020,Vente,"271500,00",32.0,BD,4550,HENRY VASNIER,51100.0,REIMS,51,454,CZ,18,2,2.0,Appartement,112.0,5.0
1619758,20/05/2020,Vente,"90500,00",5.0,RUE,8260,SCULPTEURS JACQUES,51100.0,REIMS,51,454,HW,278,1,2.0,Appartement,55.0,3.0
1619759,09/06/2020,Vente,"239000,00",83.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,60.0,3.0
1619762,27/04/2020,Vente,"245900,00",3.0,PL,3870,GASTON POITEVIN,51100.0,REIMS,51,454,IK,387,1,2.0,Appartement,72.0,4.0
1619763,04/06/2020,Vente,"55000,00",57.0,RUE,2630,DANTON,51100.0,REIMS,51,454,AX,577,1,2.0,Appartement,21.0,1.0
1619765,03/06/2020,Vente,"79000,00",312.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AM,720,1,2.0,Appartement,47.0,1.0
1619776,25/05/2020,Vente,"79000,00",70.0,RUE,4740,JACQUART,51100.0,REIMS,51,454,BI,575,1,2.0,Appartement,33.0,2.0
1619781,27/05/2020,Vente,"167000,00",93.0,RUE,3850,GAMBETTA,51100.0,REIMS,51,454,CY,631,1,2.0,Appartement,55.0,2.0
1619783,04/06/2020,Vente,"157000,00",5.0,RUE,4056,GERMAINE TILLION,51100.0,REIMS,51,454,BT,789,1,1.0,Maison,73.0,4.0
1619786,25/05/2020,Vente,,62.0,RUE,4355,HANNAH ARENDT,51100.0,REIMS,51,454,CR,61,1,2.0,Appartement,84.0,4.0
1619793,25/05/2020,Vente,"138900,00",53.0,RUE,1920,DE CHEVIGNE,51100.0,REIMS,51,454,CL,35,1,2.0,Appartement,65.0,3.0
1619801,19/05/2020,Vente,"193000,00",71.0,BD,3950,DU GENERAL LECLERC,51100.0,REIMS,51,454,IM,333,1,2.0,Appartement,50.0,4.0
1619803,09/06/2020,Vente,"142000,00",50.0,RUE,8820,DES 3 PILIERS,51100.0,REIMS,51,454,AW,59,1,2.0,Appartement,69.0,3.0
1619809,28/05/2020,Vente,"176000,00",8.0,AV,6730,DE PARIS,51100.0,REIMS,51,454,IO,192,1,2.0,Appartement,79.0,3.0
1619812,29/05/2020,Vente,"158000,00",8.0,RUE,8250,DE SAVOYE,51100.0,REIMS,51,454,BH,56,6,2.0,Appartement,73.0,3.0
1619814,20/05/2020,Vente,"133170,00",29.0,RUE,2790,DEVILLE,51100.0,REIMS,51,454,AV,115,1,2.0,Appartement,52.0,3.0
1619815,15/06/2020,Vente,"123000,00",40.0,RUE,3570,DE FISMES,51100.0,REIMS,51,454,AR,56,2,2.0,Appartement,57.0,3.0
1619818,02/06/2020,Vente,"74615,00",4.0,RUE,0845,BERTRAND DE MUN,51100.0,REIMS,51,454,CN,573,2,2.0,Appartement,90.0,4.0
1619819,01/06/2020,Vente,"180000,00",3.0,RUE,8290,16E ET 22E DRAGONS,51100.0,REIMS,51,454,CK,17,2,2.0,Appartement,85.0,4.0
1619822,05/06/2020,Vente,"70000,00",2.0,RUE,5770,MACQUART,51100.0,REIMS,51,454,BH,93,1,2.0,Appartement,31.0,1.0
1619827,20/05/2020,Vente,"90600,00",3.0,ALL,2003,CLAUDE MONET,51100.0,REIMS,51,454,DK,198,1,2.0,Appartement,48.0,2.0
1619831,04/06/2020,Vente,"51500,00",65.0,RUE,1590,DE CERNAY,51100.0,REIMS,51,454,CW,346,1,2.0,Appartement,20.0,1.0
1619834,03/06/2020,Vente,"150000,00",16.0,RUE,6210,DES MOISSONS,51100.0,REIMS,51,454,CW,21,1,2.0,Appartement,51.0,2.0
1619844,28/05/2020,Vente,"52000,00",16.0,RUE,7015,PIERRE DE COUBERTIN,51100.0,REIMS,51,454,AE,292,2,2.0,Appartement,56.0,3.0
1619857,25/05/2020,Vente,"75000,00",20.0,RUE,8480,DE TAISSY,51100.0,REIMS,51,454,DK,234,2,2.0,Appartement,69.0,4.0
1619858,27/05/2020,Vente,"67000,00",145.0,RUE,2560,CROIX ST MARC,51100.0,REIMS,51,454,CV,230,1,2.0,Appartement,23.0,1.0
1619866,26/05/2020,Vente,"132500,00",23.0,BD,0710,DES BELGES,51100.0,REIMS,51,454,AM,89,1,2.0,Appartement,92.0,4.0
